request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"7ec37e07-7225-4504-af5a-1111e317b428",GET,/,"debug=true&locale=en",,302,,,,1778130159915300,1778130253912500,1778130260977300
"78d2630d-dbdb-4f2a-8aab-8d05c13772bb",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=528,,1778130296573300,1778130315045600,1778137267126000
"65af02d2-03ce-4794-bfdf-441fd1408a8e",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1778137428640500,1778137443639300,1778137445279800
"5d094dd7-9384-471a-9c22-a6a9e13d7d2d",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1778137458092600,1778137462731000,1778137464798200
"5afae0e7-6635-4f9e-b3a0-df6e1af57618",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1778137476519500,1778137481203400,1778137482647200
"92ae8aa4-7fc3-4144-b272-6ce2e3e07a7d",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1778137491306100,1778137495477500,1778137496749700
"75876292-12d2-4695-a534-9af01bbdb1ab",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1778137506983700,1778137513719800,1778137515076500
"5a9f8bb3-7372-485c-bb76-261654094aa8",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1778137523371200,1778137526923000,1778137528186700
"77cd0214-87a8-43e7-a0ed-059f15e16278",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1778137538300500,1778137542430800,1778137543840500
"b7183793-6790-4abb-8916-1893edce3d4f",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1778137551983000,1778137556714200,1778137558355300
"f28babd3-1915-4f5b-b415-10dab96c0345",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1778137566363500,1778137569942700,1778137571244000
"d84790f0-a4eb-4ad2-a757-3d93d914233c",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1778137579211700,1778137583654800,1778137584803300
"b4d00bd6-d50a-4ba0-ac9a-3eb4d1453b90",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1778137595117400,1778137598287900,1778137599791000
"6efc8acd-2615-46ed-8b74-a5d24debfe1e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1778137606465700,1778137609678300,1778137610729800
"e04fa095-98fe-491b-91ac-88b3cd913058",GET,/images/logo.png,,,200,image/png,,,1778137616918700,1778137620855800,1778137621792900
"f9fedc66-7132-4a41-a325-c20233d16961",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,1778137644075500,1778137648476300,1778137649750500
"a7387cfe-32a3-4111-bca8-b1cce9337753",GET,/images/banner.png,,,200,image/png,,,1778137662672500,1778137666771700,1778137667677400
"d1296ec0-0163-4cf9-a3e3-5b62f52e3500",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,1778137677119800,1778137680886900,1778137681749900
"d3ceb1f5-2113-445f-bb85-8e5978e4ee1b",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,1778137694828100,1778137699010300,1778137700120200
"5c797f52-6a8f-437f-856d-0f7a4030ec55",GET,/images/favicon.ico,,,200,image/x-icon,,,1778137715127000,1778137742631400,1778137743630900
"1d811b72-25f1-4bf1-b213-85881acfd144",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=530&username=",,1778137752141800,1778137761899300,1778140569822400
"c9bc6ecc-bb2d-4723-bac4-6a21034c0a64",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1778140614537000,1778140618509200,1778140619821300
"81d0c547-4020-4110-874c-62c8d4dd9c81",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1778140629932800,1778140633733900,1778140635019900
"7ed3d562-79db-4507-b023-f1075c3fa4e4",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1778140643311100,1778140646071500,1778140646965400
"1a1cb630-fe4f-4f80-a6dd-c0c37e89586e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1778140653792500,1778140656731500,1778140657573100
"c5fbac17-0904-4a2a-aa55-dc5944b6b29c",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1778140664118700,1778140667405200,1778140668595700
"8a9b6a8e-513e-4d82-ae77-8965bd081afd",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1778140675915600,1778140679494400,1778140680609200
"e6f4545c-0123-46e4-839f-39390bbef56b",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1778140687763100,1778140691237900,1778140692147900
"84293568-b42e-45f7-9636-680ca3bb48c6",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1778140698430600,1778140701746400,1778140702720400
"bcb41bca-c036-4128-9a20-fdaaeb329b5b",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1778140708915600,1778140711414700,1778140712467600
"2868bbb4-0d68-4ad1-a1cf-b9a9b038b612",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1778140720510400,1778140723872300,1778140724694400
"5d74016e-62f7-4780-bb52-8ddec1c1f7cb",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1778140730896300,1778140733316100,1778140734078900
"b834af36-dff7-4c22-a0ba-528226ca1b67",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1778140742545100,1778140745213900,1778140746441800
"a9917eef-f61b-4cfe-a3ff-d616affcd7b2",GET,"/serviceImages/taxiServicio.jpg",,,200,image/jpeg,,,1778140752817400,1778140756489000,1778140757756900
"583681c8-b999-4af1-b567-1fcf3f98f645",GET,/images/banner.png,,,200,image/png,,,1778140768659600,1778140771684600,1778140772710000
"1f38a806-f370-4d24-9bfe-6d14ac7a166b",GET,/images/logo.png,,,200,image/png,,,1778140783879600,1778140786326600,1778140787320900
"c928ea2a-6b64-4960-af8f-3f0bfc41cb45",POST,"/anonymous/system/sign-in",,"id=&password=agent3&remember=false&username=agent3&version=",302,,,,1778140797653800,1778140816757900,1778140818213900
"1ed752d8-3d2f-43d4-af32-a3866690ad59",GET,/,,,302,,,,1778140825719600,1778140830051500,1778140831242600
"9e7b65eb-3555-48db-b98d-8efe7799c828",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=510,,1778140835792600,1778140839936800,1778141480489800
"6364f1a4-5134-4f17-b93b-eca25357c0c1",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1778141504707200,1778141507885800,1778141508792900
"788f7633-f99b-4eb4-85d0-6f1db9e81edf",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1778141533346400,1778141541475500,1778141542423600
"847269d6-7be2-4a6d-ac5f-469fe1b97e9c",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1778141550447800,1778141553503500,1778141554856300
"29f6afaa-2e92-4b39-85c8-fa9e3f44e30a",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1778141560260600,1778141562698100,1778141563390400
"480e8944-12bc-4c0d-b884-a728c3a0482a",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1778141569118800,1778141571734600,1778141572515500
"e4c04c42-40fe-45a1-a6d0-72bb3bb328c9",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1778141578781600,1778141581466200,1778141582488100
"187227d7-544d-403f-9aa9-571f135e5f0f",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1778141589445700,1778141592811400,1778141593807400
"449b65d9-74db-42f3-879e-b2becba5679b",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1778141610149800,1778141613322700,1778141614433300
"5cc81fbb-e5e8-4524-b9dc-15c55898fed9",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1778141620636600,1778141623973000,1778141624696600
"2e7d1a4b-7cdd-4c31-b4a2-7c37e4e02405",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1778141632176000,1778141634871900,1778141635884700
"8cfa7f46-a2d4-454b-b13d-b4bd5f625b96",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1778141643426100,1778141645949800,1778141646689100
"4ad0be33-a3c0-44de-9edb-4fcc09d3a991",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1778141653206800,1778141655346100,1778141655928700
"17e79434-eafc-4d95-b016-fe1483b31715",GET,/images/banner.png,,,200,image/png,,,1778141661032300,1778141663151600,1778141665197900
"32d7e50b-8a1c-4766-b373-522ba677eb8d",GET,/images/logo.png,,,200,image/png,,,1778141670972900,1778141673051100,1778141673724000
"bcd29c5f-4c1b-4373-90c3-2d703fec49a7",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,1778141680052000,1778141682249600,1778141682870000
"fd7ef419-ef4c-42d2-8119-914894a89b30",GET,"/assistance-agent/claim/listUndergoing",,,200,text/html;charset=utf-8,service=519,,1778141688313600,1778141713053500,1778143186543500
"46ceabdb-a4b0-49d4-bab1-a381a5fa6608",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1778143205846700,1778143208874600,1778143209629000
"b7e67f5e-bc39-406c-8a77-15fa15102c56",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1778143214457200,1778143216764600,1778143217363700
"0dcdeb2c-1284-41bd-ae93-04b114f6794d",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1778143222134100,1778143224223400,1778143224830500
"4386968e-7b67-448e-a5d5-95f617eab253",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1778143229264800,1778143231279500,1778143231826900
"532b192b-3f19-4086-8bf6-d9225c28501a",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1778143237367500,1778143239555200,1778143240219000
"8e9a94b2-610b-4a9d-97e0-9089c3487c99",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1778143245364500,1778143247363700,1778143247960200
"1463db8b-3143-4a2e-92f0-581399567f98",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1778143252385400,1778143254655700,1778143255249100
"df3121fb-0253-45ee-b8f9-9479ae962c5a",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1778143260307200,1778143262351400,1778143262984600
"e8df05f9-5355-4dc1-b1af-dd72889bafb6",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1778143268035200,1778143271123700,1778143271947600
"9f014098-f34b-48a3-a6e0-24b730c1e2b8",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1778143277361700,1778143279644700,1778143280241300
"bce04a95-2a50-4f57-bd08-3f19729f599b",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1778143285207400,1778143287302100,1778143287860900
"33cc4763-d7f2-4e6b-8c2d-0129f42ed35a",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1778143292078900,1778143293990200,1778143294525600
"3a1aad21-b4e2-4a2d-b850-0af803c3bf03",GET,/images/banner.png,,,200,image/png,,,1778143299518900,1778143302034500,1778143302676700
"101965d6-f7bb-472e-9362-b49d2a59e2a7",GET,/images/logo.png,,,200,image/png,,,1778143308357200,1778143311342500,1778143312211500
"7903cfd9-57ea-401d-9de8-5ba9dd841c09",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,1778143318419800,1778143320586600,1778143321191900
"cd98b769-c937-4fc6-a440-0b740ba27dab",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,1778143326159400,1778143329714100,1778143352726500
"460498be-5344-4c89-9186-05df23ce4e34",GET,"/assistance-agent/claim/create",,,200,text/html;charset=utf-8,"leg=0&registrationMoment=2025%2F01%2F01+00%3A00&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22187%22%2C%22label%22%3A%22MAX0001%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22194%22%2C%22label%22%3A%22MAX0007%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22200%22%2C%22label%22%3A%22MAX0013%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22203%22%2C%22label%22%3A%22MAX0016%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22215%22%2C%22label%22%3A%22MAX0028%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22226%22%2C%22label%22%3A%22MAX0039%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22227%22%2C%22label%22%3A%22MAX0040%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22228%22%2C%22label%22%3A%22MAX0042%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22229%22%2C%22label%22%3A%22MAX0043%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22231%22%2C%22label%22%3A%22MAX0045%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22233%22%2C%22label%22%3A%22MAX0047%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22234%22%2C%22label%22%3A%22MAX0048%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22235%22%2C%22label%22%3A%22MAX0049%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&accepted=PENDING&version=0&draftMode=true&types=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22FLIGHTISSUES%22%2C%22label%22%3A%22FLIGHTISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LUGGAGEISSUES%22%2C%22label%22%3A%22LUGGAGEISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SECURITYINCIDENT%22%2C%22label%22%3A%22SECURITYINCIDENT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22OTHERISSUES%22%2C%22label%22%3A%22OTHERISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&service=522",,1778143358716100,1778143413680700,1778145815429600
"43e894c6-d6e1-4cd3-9cb5-1d01a725aec2",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1778145875976200,1778145877994700,1778145878540500
"b546f5d8-3d42-4b36-ba28-96f7e4d4b21d",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1778145883045800,1778145885079300,1778145885679800
"2a024658-df6c-42a1-bea2-0b107ae50d02",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1778145890537600,1778145892785300,1778145893339100
"f3a76f1b-b76a-4b68-9394-8dfafcd10ab1",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1778145897709800,1778145899807600,1778145900339800
"e3fcd35d-cd39-4395-8eaf-5c9d14a1a6ee",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1778145905222500,1778145907957500,1778145908681200
"863a6e70-d0f8-4991-bca2-1ef71d004c13",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1778145913319400,1778145915512400,1778145916049600
"21551684-a2ca-4c48-b4dd-1c6c45f81f53",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1778145920090000,1778145922247200,1778145922882900
"6d7ca361-f4a9-4e47-8680-dd437232a67e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1778145927628700,1778145929524000,1778145930007900
"f93bf545-637f-479b-b21f-312931f28140",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1778145934328000,1778145936367000,1778145936898600
"a7e35153-a309-4077-b7ae-79908129f31d",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1778145940935100,1778145942954100,1778145943596000
"d2849c5f-9884-4f03-bd91-b1e410c87843",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1778145947882200,1778145949722400,1778145950310300
"9f3ffde5-3277-4784-a8ff-7196ae6183a4",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1778145954407600,1778145956505900,1778145957035100
"15e972b7-1c41-436b-907f-cdaa4c43d51c",GET,/images/banner.png,,,200,image/png,,,1778145961757400,1778145963901600,1778145964538300
"8c0c6aa9-42c0-4ec8-9ef9-946b874049f3",GET,/images/logo.png,,,200,image/png,,,1778145970050000,1778145971953000,1778145972590600
"301a8ecf-3878-4626-8c77-2ade94ca71c6",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,1778145978352800,1778145980220700,1778145980708300
