request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"d632f685-576e-441f-912b-c35a37d31863",GET,/,"debug=true&locale=en",,302,,,,6257484583700,6257544873600,6257549803400
"1fde5961-9e83-4f2c-8058-a6934718c54e",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=528,,6257589275800,6257601987900,6261561216600
"5bf560de-aca4-4aab-aa49-3f8e1012edd0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,6261677245100,6261685982100,6261686879400
"bc1469a2-7f4f-45a0-9edb-ed876fdaa528",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,6261697793500,6261700156600,6261701381300
"feca17b6-3db0-4d94-81b5-a2a6d78235be",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,6261708176700,6261711077800,6261712478400
"03407b33-b15d-45cc-832c-b10e2e916b82",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,6261718817300,6261720650100,6261721296800
"d67aa88b-bb44-43b3-b8bc-663a6c9dc4a5",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,6261726053300,6261728484100,6261729154100
"ed397d0b-608c-4c23-a99f-3378addfd07c",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,6261738347400,6261740925100,6261741743900
"db3031ea-fe6d-4e4c-b59e-f3ccfbf5b610",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,6261748490900,6261751724700,6261752734300
"cba27b1e-f4fd-42aa-8ea9-12d11043698e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,6261762614400,6261764517700,6261765102700
"479b564c-e81a-4fed-a49c-e22992a9b428",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,6261770278500,6261771931000,6261772522000
"ee2a72a6-5e3f-4e48-8995-d3aa61cd6a72",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,6261777266800,6261778880300,6261779403300
"9bac56b9-a513-4433-954c-12159ecece20",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,6261783499900,6261784923000,6261785570800
"b52fef72-1f55-4294-b3d5-9ebfdc35f524",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,6261789496400,6261790882700,6261791366000
"005fa18a-2ff5-4b0c-871b-59ec019ef15f",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,6261795682600,6261797019300,6261797495600
"73ab68e7-2d85-483f-acf2-07f5a74bb0b1",GET,/images/logo.png,,,200,image/png,,,6261807244400,6261809343000,6261809993800
"cba1db64-549c-438d-99c0-ca4f0527a87e",GET,/images/banner.png,,,200,image/png,,,6261816110300,6261818005000,6261818642900
"38cbf7ad-78e4-463a-9ce7-3fd36f474c14",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,6261823710200,6261825375500,6261826046100
"4b55cbde-f2fe-42bc-8c25-6ac547040a43",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,6261834076000,6261835884500,6261836691300
"2d14a920-8bf4-4567-8b14-30907c865edb",GET,/images/favicon.ico,,,200,image/x-icon,,,6261844607100,6261855186200,6261856015400
"29f5df0e-3801-4ea3-8562-ad24ee4b8d5f",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=530&username=",,6261862668500,6261869277400,6263391944000
"03a2d8cf-e43b-4f08-8ea7-482d867c0955",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,6263409986800,6263411993000,6263412479200
"0d228628-c14f-453e-878e-53a4b69ddd2a",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,6263416333700,6263417706500,6263418439100
"9ff60905-846f-4e3e-b9b3-8cff3af86412",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,6263422622800,6263423890900,6263424364000
"0f035be8-0e4e-4545-b02d-fb64648512fa",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,6263427917100,6263429635600,6263430271800
"ebc3df73-4061-4230-8f29-6c3d7e2e7f0f",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,6263433927200,6263435204600,6263435620700
"efff275f-fb93-4197-ab98-871599728643",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,6263439306600,6263440535400,6263441012400
"b95e2f77-80aa-4672-8553-34d6b49b4f1b",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,6263444750700,6263446534600,6263447041700
"9548d363-cb9d-4a83-9345-3a572448584b",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,6263451045600,6263452325400,6263452759500
"10895f39-dce9-4afb-9fa8-18cac07d273a",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,6263455953000,6263457163600,6263457605200
"6d22fd8e-d41e-4279-8ffa-6566dcc536c1",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,6263461225700,6263462931400,6263463605600
"07a43911-be09-46a8-a839-e4674bd4cd0d",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,6263467723100,6263469121700,6263469566200
"6fd23291-d015-43c0-ae93-036cdcea0357",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,6263475721400,6263477248400,6263477916200
"a53318e7-4b83-44d2-9d10-6ec72c73a9bd",GET,"/serviceImages/taxiServicio.jpg",,,200,image/jpeg,,,6263482128600,6263483749900,6263484512600
"3494bc53-a98b-4e98-8f18-ff502156dfc8",GET,/images/banner.png,,,200,image/png,,,6263491835000,6263494060600,6263494761800
"6e6bc12e-1e26-414e-ae36-a064fa33f15f",GET,/images/logo.png,,,200,image/png,,,6263500883000,6263502602200,6263503095800
"e0393f93-2d19-487f-be20-62c357f65e09",POST,"/anonymous/system/sign-in",,"id=&password=flightCrewMember1&remember=false&username=flightCrewMember1&version=",302,,,,6263510354500,6263521410900,6263522301200
"fff37c0e-bdcc-46e5-b82c-e407f02ec3d2",GET,/,,,302,,,,6263526132600,6263528863900,6263529535900
"b1d75555-8df7-4775-885a-ef19e7d4d199",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=510,,6263532369500,6263534770300,6263731659000
"cf92bcbf-507a-4f83-83da-be4dd079ef06",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,6263741583700,6263742882000,6263743285300
"bd46aab4-4816-495b-bc30-1a9c8a528e78",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,6263746926800,6263748131100,6263748492800
"9dc3c951-08ee-4d4a-822a-bfec278be798",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,6263755290200,6263756663600,6263757134000
"efc4700e-b63b-4b24-934e-2a38c430339f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,6263760248800,6263761378000,6263761791300
"6925d1ea-8b25-48e2-9b01-21ba92c88398",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,6263765577200,6263767157000,6263767526300
"49682942-a714-4c0d-ba9f-a894249f12ce",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,6263770412800,6263771482500,6263771815600
"303526c2-2c6e-4492-ad73-84d8e5bd63c7",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,6263774861400,6263776160200,6263776719900
"2c5d4345-1686-4f5c-b6c7-6a9f89eef509",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,6263779577300,6263781010800,6263781434200
"a96bdd4c-1707-48e8-b797-ff5f020b31b0",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,6263785123600,6263787223000,6263787822300
"6cb2dd56-2037-42fd-b5a2-69e02da64c00",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,6263792018400,6263793548100,6263793970300
"766d9803-d8af-4a4c-bcbf-049a58cb1ea2",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,6263797254700,6263798440800,6263798745100
"741d1b20-a53a-4ca0-be84-d115d613ee0b",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,6263801484800,6263802581800,6263802871600
"3d4ce234-d2a1-4f4e-802d-5710337a9695",GET,/images/banner.png,,,200,image/png,,,6263805990000,6263807349500,6263808267000
"c6face44-c3e0-4fb1-b9f4-064242150a24",GET,/images/logo.png,,,200,image/png,,,6263811700400,6263813158000,6263813523800
"f7672bb9-0b3f-4885-813d-b7b086339980",GET,"/serviceImages/wifiEnElAvion.jpg",,,200,image/jpeg,,,6263818447800,6263820523600,6263821032600
